i_ano_compt;i_mes_compt;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2023;1;Alta complexidade;0010456 - HBDF;0406040141 - COLOCAÇÃO PERCUTÂNEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFÉRICA E EMBOLIA PULMONAR);2;55652
2023;1;Alta complexidade;0010456 - HBDF;0406040150 - CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPRÓTESE RETA / CÔNICA ;1;55653
2023;1;Alta complexidade;0010456 - HBDF;0406040168 - CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL E ILÍACAS COM ENDOPRÓTESE BIFURCADA ;6;55654
2023;1;Alta complexidade;0010456 - HBDF;0406040176 - CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA ;1;55655
2023;1;Alta complexidade;0010456 - HBDF;0406040192 - EMBOLIZAÇÃO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCÓPICO E/OU ESTUDO ANGIOGRÁFICO) ;4;55656
2023;1;Alta complexidade;0010456 - HBDF;0406040206 - EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO) ;2;55657
2023;1;Alta complexidade;0010456 - HBDF;0406040290 - TRATAMENTO DE EPISTAXE POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO);4;55658
2023;1;Alta complexidade;0010456 - HBDF;0406040338 - TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA;3;55659
2023;1;Alta complexidade;0010456 - HBDF;0406050015 - ESTUDO ELETROFISIOLÓGICO DIAGNÓSTICO;4;55660
2023;1;Alta complexidade;0010456 - HBDF;0406050023 - ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE FLUTTER ATRIAL);5;55661
2023;1;Alta complexidade;0010456 - HBDF;0406050040 - ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANÔMALAS DIREITAS, DE TV IDIOPÁTICA, DE VENTRÍCULO DIREITO E VENTRÍCULO ESQUERDO). ;1;55662
2023;1;Alta complexidade;0010456 - HBDF;0407030026 - COLECISTECTOMIA ;1;55663
2023;1;Alta complexidade;0010456 - HBDF;0407030255 - COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA;1;55664
2023;1;Alta complexidade;0010456 - HBDF;0407040196 - PARACENTESE ABDOMINAL ;1;55665
2023;1;Alta complexidade;0010456 - HBDF;0407040200 - PERITONIOSTOMIA C/ TELA INORGANICA;1;55666
2023;1;Alta complexidade;0010456 - HBDF;0408020024 - AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES;1;55667
2023;1;Alta complexidade;0010456 - HBDF;0408030577 - RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR;1;55668
2023;1;Alta complexidade;0010456 - HBDF;0408040076 - ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL;2;55669
2023;1;Alta complexidade;0010456 - HBDF;0408040092 - ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NÃO CIMENTADA / HÍBRIDA;4;55670
2023;1;Alta complexidade;0010456 - HBDF;0408040297 - TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO;3;55671
2023;1;Alta complexidade;0010456 - HBDF;0408050012 - AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES;2;55672
2023;1;Alta complexidade;0010456 - HBDF;0408060042 - AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO;1;55673
2023;1;Alta complexidade;0010456 - HBDF;0408060263 - RESSECÇÃO DE TUMOR ÓSSEO C/ SUBSTITUIÇÃO (ENDOPRÓTESE);1;55674
2023;1;Alta complexidade;0010456 - HBDF;0408060344 - RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;0;55675
2023;1;Alta complexidade;0010456 - HBDF;0412010127 - TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA;1;55676
2023;1;Alta complexidade;0010456 - HBDF;0412020017 - MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR;1;55677
2023;1;Alta complexidade;0010456 - HBDF;0412020033 - MEDIASTINOTOMIA P/ DRENAGEM ;1;55678
2023;1;Alta complexidade;0010456 - HBDF;0412020084 - TRATAMENTO DE MEDIASTINITE (QUALQUER VIA) ;1;55679
2023;1;Alta complexidade;0010456 - HBDF;0412030128 - RETIRADA DE DRENO TUBULAR TORACICO;1;55680
2023;1;Alta complexidade;0010456 - HBDF;0412040166 - TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA ;2;55681
2023;1;Alta complexidade;0010456 - HBDF;0412040174 - TORACOTOMIA EXPLORADORA ;2;55682
2023;1;Alta complexidade;0010456 - HBDF;0412050170 - TORACOCENTESE/DRENAGEM DE PLEURA;1;55683
2023;1;Alta complexidade;0010456 - HBDF;0414020138 - EXODONTIA DE DENTE PERMANENTE ;4;55684
2023;1;Alta complexidade;0010456 - HBDF;0416010075 - NEFRECTOMIA TOTAL EM ONCOLOGIA;1;55685
2023;1;Alta complexidade;0010456 - HBDF;0416010130 - PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA ;4;55686
2023;1;Alta complexidade;0010456 - HBDF;0416010172 - RESSECÇÃO ENDOSCÓPICA DE TUMOR VESICAL EM ONCOLOGIA ;3;55687
2023;1;Alta complexidade;0010456 - HBDF;0416010199 - REIMPLANTE URETERAL EM ONCOLOGIA - URETEROENTEROSTOMIA;1;55688
2023;1;Alta complexidade;0010456 - HBDF;0416020178 - LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA ;1;55689
2023;1;Alta complexidade;0010456 - HBDF;0416020194 - LINFADENECTOMIA MEDIASTINAL EM ONCOLOGIA;1;55690
2023;1;Alta complexidade;0010456 - HBDF;0416020224 - LINFADENECTOMIA RETROPERITONIAL EM ONCOLOGIA;1;55691
2023;1;Alta complexidade;0010456 - HBDF;0416020232 - LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA;3;55692
2023;1;Alta complexidade;0010456 - HBDF;0416020240 - LINFADENECTOMIA SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA;0;55693
2023;1;Alta complexidade;0010456 - HBDF;0416030084 - PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA ;1;55694
2023;1;Alta complexidade;0010456 - HBDF;0416030270 - TIREOIDECTOMIA TOTAL EM ONCOLOGIA ;5;55695
2023;1;Alta complexidade;0010456 - HBDF;0416030300 - MANDIBULECTOMIA PARCIAL EM ONCOLOGIA;1;55696
2023;1;Alta complexidade;0010456 - HBDF;0416040039 - ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA;1;55697
2023;1;Alta complexidade;0010456 - HBDF;0416040071 - GASTRECTOMIA TOTAL EM ONCOLOGIA ;1;55698
2023;1;Alta complexidade;0010456 - HBDF;0416040101 - HEPATECTOMIA PARCIAL EM ONCOLOGIA ;1;55699
2023;1;Alta complexidade;0010456 - HBDF;0416040110 - PANCREATECTOMIA PARCIAL EM ONCOLOGIA;1;55700
2023;1;Alta complexidade;0010456 - HBDF;0416040195 - QUIMIOEMBOLIZAÇÃO DE CARCINOMA HEPÁTICO ;2;55701
2023;1;Alta complexidade;0010456 - HBDF;0416040217 - GASTRECTOMIA PARCIAL EM ONCOLOGIA ;1;55702
2023;1;Alta complexidade;0010456 - HBDF;0416040225 - METASTASECTOMIA HEPÁTICA EM ONCOLOGIA ;1;55703
2023;1;Alta complexidade;0010456 - HBDF;0416040276 - RESSECÇÃO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA ;1;55704
2023;1;Alta complexidade;0010456 - HBDF;0416050018 - AMPUTAÇÃO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA;1;55705
2023;1;Alta complexidade;0010456 - HBDF;0416050026 - COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA;5;55706
2023;1;Alta complexidade;0010456 - HBDF;0416050077 - RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA;6;55707
2023;1;Alta complexidade;0010456 - HBDF;0416060021 - ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA;1;55708
2023;1;Alta complexidade;0010456 - HBDF;0416060110 - HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA ;3;55709
2023;1;Alta complexidade;0010456 - HBDF;0416080081 - RECONSTRUÇÃO COM RETALHO MIOCUTÂNEO (QUALQUER PARTE) EM ONCOLOGIA ;1;55710
2023;1;Alta complexidade;0010456 - HBDF;0416090133 - RESSECÇÃO DE TUMOR DE PARTES MOLES EM ONCOLOGIA ;2;55711
2023;1;Alta complexidade;0010456 - HBDF;0416110010 - LOBECTOMIA PULMONAR EM ONCOLOGIA;1;55712
2023;1;Alta complexidade;0010456 - HBDF;0416120024 - MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA ;7;55713
2023;1;Alta complexidade;0010456 - HBDF;0416120032 - MASTECTOMIA SIMPLES EM ONCOLOGIA;1;55714
2023;1;Alta complexidade;0010456 - HBDF;0416120040 - RESSECÇÃO DE LESÃO NÃO PALPÁVEL DE MAMA COM MARCAÇÃO EM ONCOLOGIA (POR MAMA);0;55715
2023;1;Alta complexidade;0010456 - HBDF;0416120059 - SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA;11;55716
2023;1;Alta complexidade;0010456 - HBDF;0505010097 - TRANSPLANTE DE CORNEA ;2;55717
2023;1;Média complexidade;0010456 - HBDF;0201010275 - BIOPSIA DE MEDULA OSSEA ;2;55718
2023;1;Média complexidade;0010456 - HBDF;0201010321 - BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO) ;1;55719
2023;1;Média complexidade;0010456 - HBDF;0201010372 - BIOPSIA DE PELE E PARTES MOLES;14;55720
2023;1;Média complexidade;0010456 - HBDF;0201010402 - BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA) ;2;55721
2023;1;Média complexidade;0010456 - HBDF;0201010631 - PUNÇÃO LOMBAR ;10;55722
2023;1;Média complexidade;0010456 - HBDF;0201010658 - PUNÇÃO VENTRICULAR TRANSFONTANELA ;1;55723
2023;1;Média complexidade;0010456 - HBDF;0402010035 - TIREOIDECTOMIA PARCIAL;2;55724
2023;1;Média complexidade;0010456 - HBDF;0402010043 - TIREOIDECTOMIA TOTAL;4;55725
2023;1;Média complexidade;0010456 - HBDF;0403010020 - CRANIOTOMIA DESCOMPRESSIVA;9;55726
2023;1;Média complexidade;0010456 - HBDF;0403010039 - CRANIOTOMIA DESCOMPRESSIVA DA FOSSA POSTERIOR ;1;55727
2023;1;Média complexidade;0010456 - HBDF;0403010098 - DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA;11;55728
2023;1;Média complexidade;0010456 - HBDF;0403010101 - DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE ;11;55729
2023;1;Média complexidade;0010456 - HBDF;0403010160 - RETIRADA DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE ;2;55730
2023;1;Média complexidade;0010456 - HBDF;0403010187 - REVISAO DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE;1;55731
2023;1;Média complexidade;0010456 - HBDF;0403010268 - TRATAMENTO CIRURGICO DE FRATURA DO CRANIO COM AFUNDAMENTO ;3;55732
2023;1;Média complexidade;0010456 - HBDF;0403010284 - TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL;1;55733
2023;1;Média complexidade;0010456 - HBDF;0403010306 - TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO ;6;55734
2023;1;Média complexidade;0010456 - HBDF;0403010314 - TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO ;10;55735
2023;1;Média complexidade;0010456 - HBDF;0403010322 - TRATAMENTO CIRÚRGICO DE OSTEOMIELITE DO CRÂNIO;2;55736
2023;1;Média complexidade;0010456 - HBDF;0403010365 - TREPANAÇÃO CRANIANA PARA PUNÇÃO OU BIÓPSIA;5;55737
2023;1;Média complexidade;0010456 - HBDF;0403020085 - NEURORRAFIA ;1;55738
2023;1;Média complexidade;0010456 - HBDF;0404010024 - AMIGDALECTOMIA;4;55739
2023;1;Média complexidade;0010456 - HBDF;0404010032 - AMIGDALECTOMIA C/ ADENOIDECTOMIA;1;55740
2023;1;Média complexidade;0010456 - HBDF;0404010059 - DRENAGEM DE ABSCESSO FARINGEO ;2;55741
2023;1;Média complexidade;0010456 - HBDF;0404010067 - DRENAGEM DE ABSCESSO PERIAMIGDALIANO;2;55742
2023;1;Média complexidade;0010456 - HBDF;0404010113 - EXERESE DE PAPILOMA EM LARINGE;1;55743
2023;1;Média complexidade;0010456 - HBDF;0404010172 - LARINGECTOMIA PARCIAL ;3;55744
2023;1;Média complexidade;0010456 - HBDF;0404010210 - MASTOIDECTOMIA RADICAL;1;55745
2023;1;Média complexidade;0010456 - HBDF;0404010229 - MASTOIDECTOMIA SUBTOTAL ;1;55746
2023;1;Média complexidade;0010456 - HBDF;0404010237 - MICROCIRURGIA OTOLOGICA ;1;55747
2023;1;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;3;55748
2023;1;Média complexidade;0010456 - HBDF;0404010326 - SINUSOTOMIA BILATERAL ;3;55749
2023;1;Média complexidade;0010456 - HBDF;0404010334 - SINUSOTOMIA ESFENOIDAL;4;55750
2023;1;Média complexidade;0010456 - HBDF;0404010350 - TIMPANOPLASTIA (UNI / BILATERAL);2;55751
2023;1;Média complexidade;0010456 - HBDF;0404010377 - TRAQUEOSTOMIA ;3;55752
2023;1;Média complexidade;0010456 - HBDF;0404010415 - TURBINECTOMIA ;3;55753
2023;1;Média complexidade;0010456 - HBDF;0404010482 - SEPTOPLASTIA PARA CORREÇÃO DE DESVIO;6;55754
2023;1;Média complexidade;0010456 - HBDF;0404010512 - SINUSOTOMIA TRANSMAXILAR;1;55755
2023;1;Média complexidade;0010456 - HBDF;0404010520 - SEPTOPLASTIA REPARADORA NÂO ESTÉTICA;2;55756
2023;1;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS ;1;55757
2023;1;Média complexidade;0010456 - HBDF;0404020224 - RECONSTRUÇÃO TOTAL DE CAVIDADE ORBITÁRIA;1;55758
2023;1;Média complexidade;0010456 - HBDF;0404020232 - RECONSTRUÇÃO TOTAL OU PARCIAL DE LÁBIO;1;55759
2023;1;Média complexidade;0010456 - HBDF;0404020380 - TRATAMENTO CIRÚRGICO DE OSTEOMIELITE DE OSSOS DA FACE ;1;55760
2023;1;Média complexidade;0010456 - HBDF;0404020500 - OSTEOSSÍNTESE DA FRATURA COMPLEXA DA MANDÍBULA;1;55761
2023;1;Média complexidade;0010456 - HBDF;0404020526 - OSTEOSSINTESE DE FRATURA DO COMPLEXO ÓRBITO-ZIGOMÁTICO-MAXILAR;1;55762
2023;1;Média complexidade;0010456 - HBDF;0404020542 - REDUÇÃO CIRÚRGICA DE FRATURA DOS OSSOS PRÓPRIOS DO NARIZ;1;55763
2023;1;Média complexidade;0010456 - HBDF;0404020550 - OSTEOSSÍNTESE DE FRATURA SIMPLES DE MANDÍBULA ;5;55764
2023;1;Média complexidade;0010456 - HBDF;0404020569 - ARTROPLASTIA DA ARTICULAÇÃO TÊMPORO-MANDIBULAR (RECIDIVANTE OU NÃO) ;2;55765
2023;1;Média complexidade;0010456 - HBDF;0404020593 - REDUÇÃO DE FRATURA DA MAXILA - LE FORT II, SEM OSTEOSSÍNTESE;1;55766
2023;1;Média complexidade;0010456 - HBDF;0404020607 - REDUÇÃO DE FRATURA DA MANDÍBULA SEM OSTEOSSINTESE.;1;55767
